x,y,z
5000000000.0,0.0,0.0
5000000000.0,1.9111323459149446e-12,0.0334448160535115
5000000000.0,3.822264691829889e-12,0.066889632107023
5000000000.0,5.733397037744834e-12,0.10033444816053451
5000000000.0,7.644529383659778e-12,0.133779264214046
5000000000.0,9.555661729574723e-12,0.1672240802675575
5000000000.0,1.1466794075489668e-11,0.20066889632106902
5000000000.0,1.3377926421404612e-11,0.2341137123745805
5000000000.0,1.5289058767319557e-11,0.267558528428092
5000000000.0,1.7200191113234502e-11,0.30100334448160354
5000000000.0,1.9111323459149447e-11,0.334448160535115
5000000000.0,2.1022455805064392e-11,0.36789297658862646
5000000000.0,2.2933588150979337e-11,0.401337792642138
5000000000.0,2.4844720496894282e-11,0.43478260869564944
5000000000.0,2.6755852842809224e-11,0.4682274247491609
5000000000.0,2.8666985188724172e-11,0.5016722408026725
5000000000.0,3.0578117534639114e-11,0.5351170568561839
5000000000.0,3.248924988055406e-11,0.5685618729096954
5000000000.0,3.4400382226469004e-11,0.602006688963207
5000000000.0,3.6311514572383946e-11,0.6354515050167184
5000000000.0,3.8222646918298894e-11,0.66889632107023
5000000000.0,4.013377926421384e-11,0.7023411371237416
5000000000.0,4.2044911610128784e-11,0.735785953177253
5000000000.0,4.3956043956043726e-11,0.7692307692307646
5000000000.0,4.5867176301958674e-11,0.8026755852842762
5000000000.0,4.7778308647873616e-11,0.8361204013377876
5000000000.0,4.9689440993788564e-11,0.8695652173912992
5000000000.0,5.160057333970351e-11,0.9030100334448108
5000000000.0,5.351170568561845e-11,0.9364548494983223
5000000000.0,5.5422838031533396e-11,0.9698996655518338
5000000000.0,5.7333970377448344e-11,1.0033444816053454
5000000000.0,5.924510272336329e-11,1.0367892976588569
5000000000.0,6.115623506927823e-11,1.0702341137123683
5000000000.0,6.306736741519318e-11,1.1036789297658798
5000000000.0,6.497849976110812e-11,1.1371237458193912
5000000000.0,6.688963210702307e-11,1.1705685618729027
5000000000.0,6.880076445293801e-11,1.2040133779264142
5000000000.0,7.071189679885295e-11,1.2374581939799256
5000000000.0,7.262302914476789e-11,1.270903010033437
5000000000.0,7.453416149068285e-11,1.3043478260869488
5000000000.0,7.644529383659779e-11,1.3377926421404602
5000000000.0,7.835642618251273e-11,1.3712374581939717
5000000000.0,8.026755852842768e-11,1.4046822742474834
5000000000.0,8.217869087434263e-11,1.4381270903009948
5000000000.0,8.408982322025757e-11,1.4715719063545063
5000000000.0,8.600095556617252e-11,1.505016722408018
5000000000.0,8.791208791208745e-11,1.5384615384615294
5000000000.0,8.982322025800239e-11,1.571906354515041
5000000000.0,9.173435260391735e-11,1.6053511705685526
5000000000.0,9.364548494983229e-11,1.638795986622064
5000000000.0,9.555661729574723e-11,1.6722408026755755
5000000000.0,9.746774964166219e-11,1.7056856187290872
5000000000.0,9.937888198757713e-11,1.7391304347825987
5000000000.0,1.0129001433349207e-10,1.7725752508361101
5000000000.0,1.0320114667940702e-10,1.8060200668896218
5000000000.0,1.0511227902532197e-10,1.8394648829431333
5000000000.0,1.070234113712369e-10,1.8729096989966447
5000000000.0,1.0893454371715185e-10,1.9063545150501564
5000000000.0,1.1084567606306679e-10,1.9397993311036679
5000000000.0,1.1275680840898173e-10,1.9732441471571793
5000000000.0,1.1466794075489669e-10,2.006688963210691
5000000000.0,1.1657907310081163e-10,2.040133779264202
5000000000.0,1.1849020544672657e-10,2.0735785953177133
5000000000.0,1.2040133779264151e-10,2.107023411371225
5000000000.0,1.2231247013855646e-10,2.140468227424736
5000000000.0,1.242236024844714e-10,2.1739130434782474
5000000000.0,1.2613473483038636e-10,2.207357859531759
5000000000.0,1.280458671763013e-10,2.2408026755852704
5000000000.0,1.2995699952221625e-10,2.2742474916387816
5000000000.0,1.318681318681312e-10,2.3076923076922933
5000000000.0,1.3377926421404613e-10,2.3411371237458045
5000000000.0,1.356903965599611e-10,2.374581939799316
5000000000.0,1.3760152890587602e-10,2.4080267558528274
5000000000.0,1.3951266125179096e-10,2.4414715719063387
5000000000.0,1.414237935977059e-10,2.47491638795985
5000000000.0,1.4333492594362084e-10,2.508361204013361
5000000000.0,1.4524605828953578e-10,2.5418060200668724
5000000000.0,1.4715719063545075e-10,2.5752508361203845
5000000000.0,1.490683229813657e-10,2.6086956521738958
5000000000.0,1.5097945532728063e-10,2.642140468227407
5000000000.0,1.5289058767319558e-10,2.6755852842809182
5000000000.0,1.5480172001911052e-10,2.7090301003344295
5000000000.0,1.5671285236502546e-10,2.7424749163879407
5000000000.0,1.5862398471094043e-10,2.775919732441453
5000000000.0,1.6053511705685537e-10,2.809364548494964
5000000000.0,1.624462494027703e-10,2.8428093645484753
5000000000.0,1.6435738174868525e-10,2.8762541806019866
5000000000.0,1.662685140946002e-10,2.909698996655498
5000000000.0,1.6817964644051514e-10,2.943143812709009
5000000000.0,1.700907787864301e-10,2.976588628762521
5000000000.0,1.7200191113234505e-10,3.0100334448160324
5000000000.0,1.7391304347825999e-10,3.0434782608695437
5000000000.0,1.758241758241749e-10,3.076923076923055
5000000000.0,1.7773530817008984e-10,3.110367892976566
5000000000.0,1.7964644051600479e-10,3.1438127090300774
5000000000.0,1.8155757286191975e-10,3.1772575250835895
5000000000.0,1.834687052078347e-10,3.2107023411371007
5000000000.0,1.8537983755374964e-10,3.244147157190612
5000000000.0,1.8729096989966458e-10,3.277591973244123
5000000000.0,1.8920210224557952e-10,3.3110367892976345
5000000000.0,1.9111323459149446e-10,3.3444816053511457
5000000000.0,1.9302436693740943e-10,3.377926421404658
5000000000.0,1.9493549928332437e-10,3.411371237458169
5000000000.0,1.9684663162923931e-10,3.4448160535116803
5000000000.0,1.9875776397515426e-10,3.4782608695651915
5000000000.0,2.006688963210692e-10,3.5117056856187028
5000000000.0,2.0258002866698414e-10,3.545150501672214
5000000000.0,2.044911610128991e-10,3.578595317725726
5000000000.0,2.0640229335881405e-10,3.6120401337792374
5000000000.0,2.08313425704729e-10,3.6454849498327486
5000000000.0,2.1022455805064393e-10,3.67892976588626
5000000000.0,2.1213569039655885e-10,3.712374581939771
5000000000.0,2.140468227424738e-10,3.7458193979932823
5000000000.0,2.1595795508838876e-10,3.7792642140467945
5000000000.0,2.178690874343037e-10,3.8127090301003057
5000000000.0,2.1978021978021864e-10,3.846153846153817
5000000000.0,2.2169135212613358e-10,3.879598662207328
5000000000.0,2.2360248447204853e-10,3.9130434782608394
5000000000.0,2.2551361681796347e-10,3.9464882943143507
5000000000.0,2.2742474916387843e-10,3.979933110367863
5000000000.0,2.2933588150979338e-10,4.0133779264213745
5000000000.0,2.3124701385570832e-10,4.046822742474886
5000000000.0,2.3315814620162326e-10,4.080267558528397
5000000000.0,2.350692785475382e-10,4.113712374581908
5000000000.0,2.3698041089345314e-10,4.147157190635419
5000000000.0,2.388915432393681e-10,4.180602006688932
5000000000.0,2.4080267558528303e-10,4.214046822742443
5000000000.0,2.4271380793119797e-10,4.247491638795954
5000000000.0,2.446249402771129e-10,4.280936454849465
5000000000.0,2.4653607262302785e-10,4.3143812709029765
5000000000.0,2.484472049689428e-10,4.347826086956488
5000000000.0,2.5035833731485774e-10,4.381270903009999
5000000000.0,2.5226946966077273e-10,4.414715719063511
5000000000.0,2.5418060200668767e-10,4.448160535117022
5000000000.0,2.560917343526026e-10,4.481605351170534
5000000000.0,2.5800286669851755e-10,4.515050167224045
5000000000.0,2.599139990444325e-10,4.548494983277556
5000000000.0,2.6182513139034744e-10,4.581939799331067
5000000000.0,2.637362637362624e-10,4.6153846153845794
5000000000.0,2.656473960821773e-10,4.648829431438091
5000000000.0,2.6755852842809226e-10,4.682274247491602
5000000000.0,2.694696607740072e-10,4.715719063545113
5000000000.0,2.713807931199222e-10,4.749163879598625
5000000000.0,2.7329192546583714e-10,4.7826086956521365
5000000000.0,2.7520305781175203e-10,4.816053511705648
5000000000.0,2.7711419015766697e-10,4.849498327759159
5000000000.0,2.790253225035819e-10,4.88294314381267
5000000000.0,2.8093645484949686e-10,4.9163879598661815
5000000000.0,2.828475871954118e-10,4.949832775919693
5000000000.0,2.8475871954132674e-10,4.983277591973204
5000000000.0,2.866698518872417e-10,5.016722408026715
5000000000.0,2.885809842331566e-10,5.0501672240802264
5000000000.0,2.9049211657907157e-10,5.083612040133738
5000000000.0,2.9240324892498656e-10,5.11705685618725
5000000000.0,2.943143812709015e-10,5.150501672240761
5000000000.0,2.9622551361681644e-10,5.183946488294272
5000000000.0,2.981366459627314e-10,5.2173913043477835
5000000000.0,3.000477783086463e-10,5.250836120401295
5000000000.0,3.0195891065456127e-10,5.284280936454806
5000000000.0,3.038700430004762e-10,5.317725752508317
5000000000.0,3.0578117534639115e-10,5.3511705685618285
5000000000.0,3.076923076923061e-10,5.38461538461534
5000000000.0,3.0960344003822103e-10,5.418060200668851
5000000000.0,3.11514572384136e-10,5.451505016722362
5000000000.0,3.134257047300509e-10,5.4849498327758734
5000000000.0,3.153368370759659e-10,5.518394648829386
5000000000.0,3.1724796942188085e-10,5.551839464882897
5000000000.0,3.191591017677958e-10,5.585284280936408
5000000000.0,3.2107023411371074e-10,5.618729096989919
5000000000.0,3.229813664596257e-10,5.6521739130434305
5000000000.0,3.248924988055406e-10,5.685618729096942
5000000000.0,3.2680363115145556e-10,5.719063545150453
5000000000.0,3.287147634973705e-10,5.752508361203964
5000000000.0,3.3062589584328545e-10,5.7859531772574755
5000000000.0,3.325370281892004e-10,5.819397993310987
5000000000.0,3.3444816053511533e-10,5.852842809364498
5000000000.0,3.3635929288103027e-10,5.886287625418009
5000000000.0,3.3827042522694526e-10,5.919732441471521
5000000000.0,3.401815575728602e-10,5.953177257525033
5000000000.0,3.4209268991877515e-10,5.986622073578544
5000000000.0,3.440038222646901e-10,6.020066889632055
5000000000.0,3.4591495461060503e-10,6.053511705685566
5000000000.0,3.4782608695651997e-10,6.0869565217390775
5000000000.0,3.4973721930243486e-10,6.120401337792589
5000000000.0,3.516483516483498e-10,6.1538461538461
5000000000.0,3.5355948399426475e-10,6.187290969899611
5000000000.0,3.554706163401797e-10,6.2207357859531225
5000000000.0,3.5738174868609463e-10,6.254180602006634
5000000000.0,3.5929288103200957e-10,6.287625418060145
5000000000.0,3.6120401337792457e-10,6.321070234113657
5000000000.0,3.631151457238395e-10,6.354515050167168
5000000000.0,3.6502627806975445e-10,6.38795986622068
5000000000.0,3.669374104156694e-10,6.421404682274191
5000000000.0,3.6884854276158433e-10,6.454849498327702
5000000000.0,3.707596751074993e-10,6.488294314381213
5000000000.0,3.726708074534142e-10,6.5217391304347245
5000000000.0,3.7458193979932916e-10,6.555183946488236
5000000000.0,3.764930721452441e-10,6.588628762541747
5000000000.0,3.7840420449115904e-10,6.622073578595258
5000000000.0,3.80315336837074e-10,6.6555183946487695
5000000000.0,3.8222646918298893e-10,6.688963210702281
5000000000.0,3.8413760152890387e-10,6.722408026755792
5000000000.0,3.8604873387481886e-10,6.755852842809304
5000000000.0,3.879598662207338e-10,6.789297658862815
5000000000.0,3.8987099856664874e-10,6.822742474916327
5000000000.0,3.917821309125637e-10,6.856187290969838
5000000000.0,3.9369326325847863e-10,6.889632107023349
5000000000.0,3.9560439560439357e-10,6.92307692307686
5000000000.0,3.975155279503085e-10,6.9565217391303715
5000000000.0,3.9942666029622345e-10,6.989966555183883
5000000000.0,4.013377926421384e-10,7.023411371237394
5000000000.0,4.0324892498805334e-10,7.056856187290905
5000000000.0,4.051600573339683e-10,7.0903010033444165
5000000000.0,4.070711896798832e-10,7.123745819397928
5000000000.0,4.089823220257982e-10,7.15719063545144
5000000000.0,4.1089345437171316e-10,7.190635451504951
5000000000.0,4.128045867176281e-10,7.224080267558462
5000000000.0,4.1471571906354304e-10,7.257525083611974
5000000000.0,4.16626851409458e-10,7.290969899665485
5000000000.0,4.185379837553729e-10,7.324414715718996
5000000000.0,4.2044911610128787e-10,7.357859531772507
5000000000.0,4.223602484472028e-10,7.3913043478260185
5000000000.0,4.242713807931177e-10,7.42474916387953
5000000000.0,4.2618251313903264e-10,7.458193979933041
5000000000.0,4.280936454849476e-10,7.491638795986552
5000000000.0,4.300047778308625e-10,7.5250836120400635
5000000000.0,4.319159101767775e-10,7.558528428093576
5000000000.0,4.3382704252269246e-10,7.591973244147087
5000000000.0,4.357381748686074e-10,7.625418060200598
5000000000.0,4.3764930721452234e-10,7.658862876254109
5000000000.0,4.395604395604373e-10,7.692307692307621
5000000000.0,4.414715719063522e-10,7.725752508361132
5000000000.0,4.4338270425226717e-10,7.759197324414643
5000000000.0,4.452938365981821e-10,7.792642140468154
5000000000.0,4.4720496894409705e-10,7.8260869565216655
5000000000.0,4.49116101290012e-10,7.859531772575177
5000000000.0,4.5102723363592693e-10,7.892976588628688
5000000000.0,4.529383659818419e-10,7.926421404682199
5000000000.0,4.5484949832775687e-10,7.959866220735711
5000000000.0,4.567606306736718e-10,7.993311036789223
5000000000.0,4.5867176301958675e-10,8.026755852842735
5000000000.0,4.605828953655017e-10,8.060200668896247
5000000000.0,4.6249402771141664e-10,8.093645484949759
5000000000.0,4.644051600573316e-10,8.127090301003271
5000000000.0,4.663162924032465e-10,8.160535117056783
5000000000.0,4.682274247491615e-10,8.193979933110295
5000000000.0,4.701385570950764e-10,8.227424749163808
5000000000.0,4.720496894409913e-10,8.26086956521732
5000000000.0,4.739608217869063e-10,8.294314381270832
5000000000.0,4.758719541328212e-10,8.327759197324344
5000000000.0,4.777830864787362e-10,8.361204013377856
5000000000.0,4.796942188246511e-10,8.394648829431368
5000000000.0,4.816053511705661e-10,8.42809364548488
5000000000.0,4.83516483516481e-10,8.461538461538392
5000000000.0,4.854276158623959e-10,8.494983277591905
5000000000.0,4.873387482083109e-10,8.528428093645417
5000000000.0,4.892498805542258e-10,8.561872909698929
5000000000.0,4.911610129001408e-10,8.595317725752441
5000000000.0,4.930721452460557e-10,8.628762541805953
5000000000.0,4.949832775919706e-10,8.662207357859465
5000000000.0,4.968944099378856e-10,8.695652173912977
5000000000.0,4.988055422838005e-10,8.72909698996649
5000000000.0,5.007166746297155e-10,8.762541806020002
5000000000.0,5.026278069756305e-10,8.795986622073514
5000000000.0,5.045389393215455e-10,8.829431438127026
5000000000.0,5.064500716674604e-10,8.862876254180538
5000000000.0,5.083612040133753e-10,8.89632107023405
5000000000.0,5.102723363592903e-10,8.929765886287562
5000000000.0,5.121834687052052e-10,8.963210702341074
5000000000.0,5.140946010511202e-10,8.996655518394586
5000000000.0,5.160057333970351e-10,9.030100334448099
5000000000.0,5.1791686574295e-10,9.06354515050161
5000000000.0,5.19827998088865e-10,9.096989966555123
5000000000.0,5.217391304347799e-10,9.130434782608635
5000000000.0,5.236502627806949e-10,9.163879598662147
5000000000.0,5.255613951266098e-10,9.19732441471566
5000000000.0,5.274725274725248e-10,9.230769230769171
5000000000.0,5.293836598184397e-10,9.264214046822683
5000000000.0,5.312947921643546e-10,9.297658862876196
5000000000.0,5.332059245102696e-10,9.331103678929708
5000000000.0,5.351170568561845e-10,9.36454849498322
5000000000.0,5.370281892020995e-10,9.397993311036732
5000000000.0,5.389393215480144e-10,9.431438127090244
5000000000.0,5.408504538939294e-10,9.464882943143756
5000000000.0,5.427615862398444e-10,9.498327759197268
5000000000.0,5.446727185857592e-10,9.531772575250779
5000000000.0,5.465838509316743e-10,9.56521739130429
5000000000.0,5.484949832775891e-10,9.598662207357801
5000000000.0,5.504061156235041e-10,9.632107023411313
5000000000.0,5.52317247969419e-10,9.665551839464824
5000000000.0,5.542283803153339e-10,9.698996655518336
5000000000.0,5.561395126612489e-10,9.732441471571846
5000000000.0,5.580506450071638e-10,9.765886287625358
5000000000.0,5.599617773530789e-10,9.79933110367887
5000000000.0,5.618729096989937e-10,9.83277591973238
5000000000.0,5.637840420449088e-10,9.866220735785893
5000000000.0,5.656951743908236e-10,9.899665551839403
5000000000.0,5.676063067367386e-10,9.933110367892915
5000000000.0,5.695174390826535e-10,9.966555183946426
5000000000.0,5.714285714285685e-10,9.999999999999938
